STR_NUMBER,COMPLEX_ID,STR_NAME,INSTALL_DA,REMOVAL_DA,geometry
1,21537,6,1965-01-01,1978-12-31,POINT (-91.71166 29.02335599999998)
1,21539,1,1960-01-01,1988-10-01,POINT (-91.61621000000002 28.97304200000002)
1,21541,A,1955-01-01,1988-09-26,POINT (-91.620338 28.973307999999975)
1,21542,D,1951-01-01,1975-12-31,POINT (-91.45517999999998 28.972136999999975)
1,21543,N,1957-01-01,1983-12-31,POINT (-91.45840900000002 28.966673000000014)
1,21544,1,1960-01-01,1978-12-31,POINT (-91.47862199999997 28.965238)
1,21546,1,1957-01-01,1986-12-31,POINT (-91.609465 28.942481999999984)
2,21546,C-PRD,1957-01-01,2010-05-08,POINT (-91.609465 28.942206999999996)
3,21546,JC,1986-01-01,2010-06-24,POINT (-91.60936400000003 28.943150000000003)
1,21547,3,1959-01-01,1993-09-19,POINT (-91.611335 28.940305000000023)
1,21548,JD,1959-01-01,2002-08-07,POINT (-91.60648400000002 28.947272999999996)
1,21549,JB,1959-01-01,2010-05-19,POINT (-91.60727200000002 28.940561000000002)
1,21550,6,1959-01-01,2002-04-21,POINT (-91.60896600000001 28.945150000000012)
1,21560,A-VALVE,1958-01-01,2004-07-17,POINT (-91.75985707031248 28.7915792)
1,21561,1,1959-01-01,1978-12-31,POINT (-91.43014107968747 28.727391020312496)
1,21562,1,1966-01-01,1983-12-31,POINT (-91.65123699999998 28.68516299999999)
1,21512,1,1961-01-01,2007-01-20,POINT (-91.70074599999998 29.24747000000002)
1,21513,2,1961-01-01,2007-03-20,POINT (-91.70356500000003 29.24663700000002)
1,21515,A,1957-01-01,2021-07-12,POINT (-91.53351099999998 29.174142000000018)
2,21515,B,1983-01-01,2021-07-08,POINT (-91.532982 29.174356999999986)
3,21515,C-QTR,1983-01-01,2021-07-06,POINT (-91.53260999999998 29.174401999999986)
1,21516,1,1971-01-01,2003-10-09,POINT (-91.60949799999997 29.182525)
1,21518,2,1972-01-01,2012-09-09,POINT (-91.63924300000002 29.140761999999995)
2,21518,A,1975-01-01,2012-09-09,POINT (-91.63893000000002 29.140762999999993)
1,21519,3,1972-01-01,2012-08-23,POINT (-91.63552399999998 29.136275000000012)
1,21521,3,1970-01-01,1990-01-26,POINT (-91.70497599999999 29.08991400000002)
1,21523,2,1960-01-01,1992-05-06,POINT (-91.75455 29.10707400000001)
1,21524,3,1959-01-01,1975-12-31,POINT (-91.76160099999998 29.09008399999999)
1,21531,6,1959-01-01,1992-12-17,POINT (-91.76092299999999 29.087362999999982)
2,21847,B-PRD,1976-01-01,2013-09-27,POINT (-91.75170300000002 28.25285200000002)
1,21849,14,1975-01-01,1996-08-14,POINT (-91.30413600000003 29.06265000000002)
1,21850,3,1975-01-01,1988-01-16,POINT (-91.27734299999997 29.06632400000001)
1,21851,13,1975-01-01,1988-01-10,POINT (-91.29198300000002 29.062944000000016)
1,21853,3,1975-01-01,2011-08-11,POINT (-91.393914 29.239723000000026)
1,21856,A(Removed),1975-01-01,1997-11-04,POINT (-91.33785699999999 28.119231000000013)
1,21858,12,1975-01-01,,POINT (-90.90762699999999 28.809714999999983)
1,21861,4,1975-01-01,1986-12-31,POINT (-91.840308 29.276438999999982)
6,21786,13,1961-01-01,2008-07-14,POINT (-91.13091100000003 28.85949199999999)
7,21786,CC,1961-01-01,,POINT (-91.13059900000002 28.85949099999999)
8,21786,D,1989-01-01,,POINT (-91.13166799999999 28.859203999999977)
1,21788,CB,1960-01-01,,POINT (-91.12250607031251 28.856382090625004)
2,21788,CP,1986-01-01,,POINT (-91.12234382968751 28.856293829687502)
1,21795,C,1974-01-01,2012-06-21,POINT (-91.63636200000002 28.18856599999998)
1,21798,A,1949-01-01,,POINT (-91.53637500000002 29.310810000000004)
2,21798,A-PRD,1949-01-01,,POINT (-91.53668900000002 29.310809000000006)
3,21798,A-TNK,1949-01-01,,POINT (-91.53606200000002 29.310810000000004)
4,21798,A-QRT,1949-01-01,,POINT (-91.53637500000002 29.310535000000016)
5,21798,23,1979-01-01,,POINT (-91.53584000000001 29.311222999999984)
6,21798,24,1979-01-01,,POINT (-91.53569199999998 29.311301000000014)
7,21798,25,1979-01-01,,POINT (-91.535548 29.31140499999998)
1,21819,5,1962-01-01,2003-08-11,POINT (-91.492727 28.98749600000002)
1,21820,CA #1,1974-01-01,,POINT (-91.617009 29.190222000000006)
2,21820,A-PRD,1975-01-01,,POINT (-91.617055 29.19003600000002)
3,21820,FVA,1975-01-01,,POINT (-91.61661600000002 29.190015000000017)
1,21821,4,1973-01-01,2009-11-28,POINT (-91.61182300000002 29.195983000000012)
1,21664,A,1973-01-01,,POINT (-91.27543500000002 28.411563)
2,21664,E,1978-01-01,2022-09-23,POINT (-91.27512037968751 28.411972920312508)
1,21665,B,1972-01-01,,POINT (-91.194185 28.334738000000016)
1,21666,A,1965-01-01,1998-11-23,POINT (-91.30726800000002 28.340232000000015)
1,21747,B,1974-01-01,1997-09-28,POINT (-91.28136 28.438767999999982)
1,21767,A,1973-01-01,1999-06-10,POINT (-91.48309799999998 28.179525000000012)
1,21768,A,1974-01-01,2013-10-19,POINT (-91.49418600000001 28.167400999999984)
1,21769,C,1974-01-01,2003-09-26,POINT (-91.499504 28.63249300000001)
1,21770,G,1974-01-01,1981-12-31,POINT (-91.51603399999999 28.687805000000026)
1,21772,B,1974-01-01,2023-06-29,POINT (-91.84840600000001 28.248312)
1,21781,F,1964-01-01,2012-12-21,POINT (-90.90532965 28.526974279687522)
2,21781,UNOCAL P/L,1964-01-01,,POINT (-90.90635700000001 28.52697760000001)
1,21784,5,1964-01-01,1992-08-05,POINT (-90.83811400000002 28.839054999999973)
1,21785,8,1966-01-01,1998-08-21,POINT (-91.19369 29.122959999999978)
1,21786,CQRTS,1973-01-01,,POINT (-91.13069300000001 28.859370000000013)
2,21786,B,1961-01-01,,POINT (-91.13038 28.859370000000013)
3,21786,S94,1961-01-01,1990-08-28,POINT (-91.13100500000002 28.85937100000001)
4,21786,CA,1961-01-01,,POINT (-91.13069200000001 28.859645)
5,21786,11,1961-01-01,,POINT (-91.13069200000001 28.85991999999999)
1,21648,A,1955-01-01,1992-11-24,POINT (-91.24340799999999 28.716380000000015)
1,21649,5,1967-01-01,2015-10-16,POINT (-91.215305 28.68010399999997)
1,21650,10,1967-01-01,2007-12-19,POINT (-91.228951 28.687236999999982)
1,21651,13,1968-01-01,1992-11-18,POINT (-91.221562 28.674284999999998)
1,21652,17,1969-01-01,1986-12-31,POINT (-91.22388799999999 28.685891000000026)
1,21653,C,1956-01-01,2000-08-29,POINT (-91.21767499999999 28.682439999999986)
2,21654,E-AUX,1956-01-01,,POINT (-91.19306499999999 28.697428000000002)
1,21655,J,1966-01-01,,POINT (-91.20318900000001 28.68934200000001)
1,21656,2,1961-01-01,1976-12-31,POINT (-91.00537600000001 28.69031799999999)
1,21657,D,1962-01-01,1982-12-31,POINT (-91.26233100000002 28.580073000000027)
1,21658,1,1960-01-01,1975-12-31,POINT (-90.86494399999998 28.519723)
1,21660,5,1966-01-01,1989-11-02,POINT (-90.85889900000001 28.52306900000002)
1,21661,B,1961-01-01,,POINT (-90.89417700000001 28.528691999999978)
2,21661,BRP,1971-01-01,,POINT (-90.89417600000002 28.528967000000023)
1,21663,2,1964-01-01,1984-12-31,POINT (-91.08102400000001 28.443241)
1,21624,H,1958-01-01,1975-12-31,POINT (-90.96844900000002 28.963495000000023)
1,21627,5,1969-01-01,1975-12-31,POINT (-90.84457600000002 28.86519099999998)
1,21633,23,1968-01-01,2007-02-11,POINT (-90.83365600000002 28.858852000000013)
1,21635,E,1958-01-01,1994-10-25,POINT (-90.872818 28.816495999999972)
1,21636,1,1958-01-01,1983-12-31,POINT (-91.23735332031248 28.750271170312487)
1,21637,4,1970-01-01,1975-12-31,POINT (-91.24300299999999 28.754246000000023)
1,21638,1,1959-01-01,1976-12-31,POINT (-90.778209 28.763810999999976)
1,21639,3,1960-01-01,1976-12-31,POINT (-90.77513099999999 28.76009099999999)
1,21640,5,1960-01-01,1975-12-31,POINT (-90.773888 28.76371499999999)
1,21641,7,1960-01-01,1976-12-31,POINT (-90.77101199999998 28.760072999999977)
1,21642,8,1960-01-01,1976-12-31,POINT (-90.76689399999998 28.760055000000023)
1,22018,29,1977-01-01,2003-08-18,POINT (-90.841791 28.882303999999976)
1,22038,A,1977-01-01,2016-11-04,POINT (-91.81520999999998 29.287536999999986)
1,22039,A-PRD,1977-01-01,2021-08-23,POINT (-91.3868335796875 29.244395470312497)
2,22039,B-QTR,1977-01-01,2021-08-23,POINT (-91.38659200000001 29.243914000000018)
3,22039,C-HTR,1978-01-01,2021-08-23,POINT (-91.38634427968748 29.244076670312495)
4,22039,D-RSR,1978-01-01,2021-08-23,POINT (-91.38678299999998 29.244497000000024)
5,22039,F,1990-01-01,2021-08-23,POINT (-91.38674600000002 29.244133999999974)
1,22041,B,1977-01-01,2000-08-08,POINT (-91.48065300000002 29.075439000000017)
1,22045,G,1977-01-01,,POINT (-91.56400000000002 28.50278800000001)
1,22051,A,1977-01-01,1983-12-31,POINT (-91.298203 28.32458600000001)
1,22052,J,1978-01-01,,POINT (-90.960667 28.954091000000005)
3,22052,(Null Record),,,POINT (-90.960305 28.954767000000004)
4,22052,OF,1980-01-01,,POINT (-90.96076 28.95425399999999)
5,22052,LQ,1980-01-01,,POINT (-90.96091799999999 28.953820000000007)
1,21958,26,1976-01-01,1990-07-07,POINT (-90.81481300000002 28.899320999999986)
1,21959,A,1979-01-01,2004-09-01,POINT (-91.107058 28.920297000000005)
2,21959,A-PRD,1980-01-01,2004-09-02,POINT (-91.10705899999999 28.919712000000004)
1,21960,A,1976-01-01,,POINT (-91.09269799999998 28.274631)
1,21961,1,1975-01-01,2002-09-30,POINT (-90.756577 28.843647999999973)
1,21962,A,1976-01-01,,POINT (-91.53740299999998 28.223040000000026)
1,21963,3,1976-01-01,2003-08-02,POINT (-91.42476799999997 29.263184000000024)
1,21969,7,1976-01-01,2012-11-01,POINT (-91.27097400000002 29.07127600000001)
1,21970,8,1976-01-01,1998-08-24,POINT (-91.28078599999998 29.066310999999985)
1,21972,H-DRL,1975-01-01,,POINT (-91.27846899999997 28.584404000000006)
2,21972,H-PRD,1976-01-01,,POINT (-91.278276 28.58440300000001)
3,21972,I,1976-01-01,,POINT (-91.27950099999998 28.58361500000001)
1,21976,2,1976-01-01,2009-07-21,POINT (-91.46573999999998 28.615655000000004)
1,21981,A,1976-01-01,2017-08-21,POINT (-91.55753700000002 28.48082199999999)
1,21985,10,1976-01-01,1996-08-14,POINT (-91.26555200000001 29.071480000000008)
1,21988,A,1976-01-01,2023-06-19,POINT (-90.72404799999998 28.94762700000001)
2,21988,1A,1976-01-01,2011-08-07,POINT (-90.72388999999998 28.94792799999999)
3,21988,4,1977-01-01,2023-05-29,POINT (-90.723883 28.947955999999976)
1,21919,A,1976-01-01,1988-02-25,POINT (-91.14731 28.278190999999993)
1,21924,7,1976-01-01,1993-11-19,POINT (-91.10050797031249 28.887592709374985)
1,21926,9,1976-01-01,2023-06-15,POINT (-91.45777800000002 28.987464999999986)
1,21928,1,1976-01-01,2011-06-30,POINT (-91.37719600000003 29.239629999999977)
1,21932,6,1976-01-01,2003-08-02,POINT (-91.40091999999999 29.252522999999997)
1,21934,A,1977-01-01,2020-07-20,POINT (-90.64220899999998 28.936239)
2,21934,S,1978-01-01,2020-07-19,POINT (-90.641997 28.935743000000002)
1,21939,A,1976-01-01,,POINT (-91.61507 28.31933700000002)
1,21940,B,1976-01-01,2009-12-07,POINT (-91.79372000000001 28.25741099999999)
1,21941,1,1970-01-01,1981-12-31,POINT (-91.03236320937498 29.092725129687494)
2,21941,1-HTR,1970-01-01,1981-12-31,POINT (-91.0321597203125 29.09272467031252)
1,21950,2,1976-01-01,2011-07-19,POINT (-91.37890900000002 29.247329999999977)
1,21953,H,1976-01-01,2014-07-23,POINT (-91.78783499999997 28.49506500000001)
1,21956,38,1976-01-01,1994-09-17,POINT (-90.82923 28.841289000000017)
1,21957,15,1976-01-01,1999-09-02,POINT (-90.910056 28.805210999999986)
1,21866,4,1975-01-01,2011-08-03,POINT (-91.40342297968749 29.239715259374975)
1,21867,G,1986-07-23,2012-06-20,POINT (-91.6644 28.66086200000001)
1,21869,2 & 5,1976-01-01,2003-08-02,POINT (-91.38257099999998 29.255025999999987)
1,21870,A,1976-01-01,2011-05-29,POINT (-91.76409999999998 28.03270600000002)
1,21876,2,1957-01-01,1979-12-31,POINT (-91.75155699999999 29.057367999999997)
1,21881,6,1976-01-01,2011-08-04,POINT (-91.39391 29.23284799999999)
1,21882,B,1976-01-01,2009-07-10,POINT (-91.53283199999998 28.303871000000015)
1,21886,25,1975-01-01,2003-12-11,POINT (-90.69646599999999 28.894086000000016)
1,21887,11,1975-01-01,1993-08-04,POINT (-90.92961000000003 28.806219)
1,21903,D,1975-01-01,,POINT (-91.28726899999998 28.401102999999978)
1,21904,B,1978-01-01,,POINT (-91.32088299999998 28.485657000000003)
1,21911,8,1976-01-01,1978-12-31,POINT (-91.45597099999998 28.979698999999982)
1,21915,5,1976-01-01,2023-02-26,POINT (-91.27437099999997 29.069680000000005)
1,21916,C-DRILL,1976-01-01,,POINT (-90.99497400000001 28.618536000000006)
2,21916,C-PRD,1977-01-01,,POINT (-90.99497400000001 28.618315999999993)
3,21916,E,1981-01-01,,POINT (-90.99482499999999 28.619124999999997)
1,21918,5,1970-01-01,2005-04-18,POINT (-90.91314899999998 28.650240999999994)
1,21823,1,1969-01-01,1989-12-31,POINT (-91.60485499999999 29.203709000000003)
1,21824,10,1972-01-01,1992-05-03,POINT (-91.75681400000002 29.09438899999998)
1,21834,1,1975-01-01,2003-08-02,POINT (-91.39454999999998 29.254846999999984)
1,21835,1,1974-01-01,2021-08-12,POINT (-91.39602200000002 29.247716000000025)
1,21836,2,1974-01-01,2011-07-13,POINT (-91.38713899999999 29.247438999999986)
1,21844,A,1975-01-01,2009-07-21,POINT (-91.53513700000002 28.330450999999982)
1,21845,G,1975-01-01,2015-06-21,POINT (-91.71283 28.293430999999998)
1,21846,A-PRD,1975-01-01,2000-07-15,POINT (-91.75923599999999 28.257556000000022)
2,21846,A-QTR,1977-01-01,2000-07-15,POINT (-91.75923799999998 28.257968000000005)
1,21847,B-DRL,1975-01-01,,POINT (-91.75170400000002 28.25318199999998)
1,22230,7,1979-01-01,2003-08-14,POINT (-90.97734000000003 28.794824000000006)
1,22231,35,1979-01-01,2018-06-04,POINT (-90.83072299999998 28.883872999999994)
1,22232,23,1978-01-01,2003-11-22,POINT (-90.69364300000001 28.933674999999994)
1,22233,24-C (24E),1979-01-01,2003-11-21,POINT (-90.69082400000002 28.937568999999996)
1,22234,27,1979-01-01,2004-12-17,POINT (-90.68996299999998 28.932817999999997)
1,22241,8,1975-01-01,1988-10-29,POINT (-91.78773999999999 29.319817)
1,22251,12,1977-01-01,1993-09-17,POINT (-90.841024 28.87050099999999)
1,22252,39,1979-01-01,2003-08-02,POINT (-90.84184900000002 28.837075000000027)
1,22253,29,1979-01-01,2003-11-15,POINT (-90.69362999999998 28.937792)
1,22254,30,1979-01-01,2003-11-16,POINT (-90.69673699999998 28.937760000000026)
1,22255,37,1979-01-01,1994-07-11,POINT (-91.15581600000002 29.113991)
1,22256,38,1979-01-01,2010-11-12,POINT (-91.172707 29.109869000000003)
1,22257,12,1979-01-01,2014-07-26,POINT (-91.04717099999999 29.09839599999998)
2,22257,HTR,1979-01-01,1992-12-31,POINT (-91.04706800000002 29.09837399999998)
1,22260,A,1979-01-01,2002-08-29,POINT (-91.075852 28.657167000000015)
1,22265,A,1979-01-01,2013-10-15,POINT (-90.69023499999997 28.93090000000001)
1,22167,1,1980-01-01,1985-12-31,POINT (-90.99511799999999 28.93867899999998)
1,22168,34,1978-01-01,2016-10-24,POINT (-91.17611599999998 29.112889999999993)
1,22169,5,1978-01-01,1992-02-22,POINT (-90.80740700000001 28.60707400000001)
1,22170,3,1978-01-01,2003-08-09,POINT (-90.95068400000002 28.805777999999975)
1,22173,B,1978-01-01,1995-08-25,POINT (-91.78889400000003 28.04982100000001)
1,22175,13B,1977-01-01,,POINT (-90.974267 28.953992000000028)
1,22176,8,1977-01-01,1984-12-31,POINT (-90.97218700000002 28.967423999999994)
1,22177,A,1978-01-01,1990-07-15,POINT (-91.32496600000002 28.143845999999996)
1,22179,1,1979-01-01,1989-11-12,POINT (-91.75429000000003 29.13853899999998)
1,22191,17,1978-01-01,2022-11-06,POINT (-90.74869000000001 28.930671000000018)
1,22192,N,1978-08-22,,POINT (-90.96624300000002 28.958642999999995)
1,22193,11,1979-01-01,2014-08-03,POINT (-91.04986600000001 29.098514000000023)
1,22194,10,1969-01-01,2014-08-02,POINT (-91.05399999999997 29.107039999999984)
1,22197,18,1978-01-01,2001-11-15,POINT (-90.71155499999998 28.930540000000008)
1,22198,3,1979-01-01,2004-12-02,POINT (-90.88047699999998 28.814323)
1,22201,E,1978-01-01,,POINT (-91.29693600000002 28.477321000000018)
1,22227,4,1979-01-01,1996-06-17,POINT (-90.954295 28.801135999999985)
1,22111,F,1978-01-01,,POINT (-91.31231730937498 28.41633129062501)
1,22112,A,1978-01-01,1992-08-08,POINT (-91.31893100000002 28.223545)
1,22113,A,1978-01-01,2004-05-05,POINT (-91.35103700000002 28.289924999999982)
2,22113,A-PRD,1978-01-01,2004-05-05,POINT (-91.35103700000002 28.290255000000002)
1,22121,18,1977-01-01,2016-11-01,POINT (-91.30611199999998 29.069192999999984)
1,22128,E,1978-01-01,2016-10-05,POINT (-91.42002100000002 29.25758300000001)
1,22129,10,1978-01-01,2003-08-02,POINT (-91.42558700000001 29.257488000000023)
1,22130,11&12,1978-01-01,2003-08-02,POINT (-91.42514299999999 29.252051999999992)
1,22139,30,1977-01-01,1979-12-31,POINT (-90.84896400000002 28.83942300000001)
1,22142,29,1978-01-01,2006-10-08,POINT (-90.84779400000002 28.836562000000015)
1,22143,33,1978-01-01,1996-06-17,POINT (-90.83616799999999 28.886680000000013)
1,22144,15,1978-01-01,1990-07-14,POINT (-90.86095999999998 28.868532000000016)
1,22146,22,1978-01-01,2003-11-12,POINT (-90.69961599999999 28.93724900000001)
1,22153,7,1978-01-01,2005-04-08,POINT (-90.918432 28.650383999999974)
1,22165,A,1978-01-01,,POINT (-91.537802 28.20247999999998)
1,22166,32,1978-01-01,1996-06-17,POINT (-90.836816 28.881839000000014)
1,22055,8,1977-01-01,1989-10-22,POINT (-91.38270299999999 29.23475000000002)
1,22065,A,1977-01-01,2009-07-26,POINT (-91.35232000000002 28.508353999999997)
1,22071,9,1975-01-01,2014-07-25,POINT (-91.044983 29.097015999999996)
2,22071,9-HTR,1975-01-01,1992-12-31,POINT (-91.04481399999997 29.098326999999983)
1,22074,4,1975-01-01,1996-08-14,POINT (-91.28132799999997 29.06480499999998)
1,22075,15,1975-01-01,1996-08-15,POINT (-91.30941200000001 29.065264000000013)
1,22082,11,1978-01-01,2016-10-31,POINT (-91.27996100000001 29.068628999999987)
1,22084,I,1978-01-01,,POINT (-90.963727 28.97200600000002)
1,22088,2A,1976-01-01,2022-12-08,POINT (-90.70483200000001 28.94591300000002)
2,22088,10-8,1979-01-01,2022-12-08,POINT (-90.70467200000002 28.94596999999999)
3,22088,9-1-A,1979-01-01,2022-12-08,POINT (-90.70474100000001 28.945959000000016)
4,22088,C,1979-01-01,2022-12-08,POINT (-90.704766640625 28.945912700000008)
1,22089,3A,1976-01-01,2022-12-27,POINT (-90.744373 28.94540999999998)
3,22089,D,1980-01-01,2022-12-27,POINT (-90.74433599999998 28.94545099999999)
4,22089,16,1984-01-01,2022-12-27,POINT (-90.744417 28.945581000000004)
1,22092,B,1978-01-01,1997-05-28,POINT (-91.459362 28.187963000000025)
1,22109,A,1978-01-01,2009-05-30,POINT (-91.45293099999998 28.13152500000001)
1,22110,B(Removed),1978-01-01,1997-10-06,POINT (-91.29604499999999 28.336418999999978)
4,21988,B,1979-01-01,,POINT (-90.72350799999998 28.947982000000025)
5,21988,LQ,1979-01-01,2023-05-21,POINT (-90.72326500000003 28.947842999999978)
7,21988,B-AUX,1985-01-01,2023-06-12,POINT (-90.72396700000002 28.94763999999998)
1,22419,44,1980-01-01,1989-01-05,POINT (-90.83321899999999 28.82661200000001)
1,22422,A,1980-01-01,2022-12-04,POINT (-90.74156099999999 28.982173999999986)
1,22423,BB,1980-01-01,2023-07-10,POINT (-91.01977599999998 28.646150999999975)
1,22429,C,1980-01-01,,POINT (-91.73071900000002 28.269867999999974)
1,22437,19,1981-01-01,2010-09-22,POINT (-90.85075499999999 28.868452999999988)
1,22440,A,1981-01-01,,POINT (-91.278189 28.602352999999994)
1,22441,A,1981-01-01,,POINT (-90.77437700000002 28.919239000000005)
2,22441,B,1982-01-01,,POINT (-90.774037759375 28.91866537031251)
2,22442,14,1981-01-01,2023-01-02,POINT (-90.709814 28.958229000000017)
3,22442,2(2924),1981-01-01,2023-01-02,POINT (-90.70975800000002 28.958173999999985)
1,22447,A,1981-01-01,2016-10-09,POINT (-91.52727399999998 29.026494000000014)
1,22453,1,1981-01-01,1981-12-31,POINT (-91.761795 29.13564600000001)
1,22454,5,1981-01-01,2019-05-02,POINT (-91.50266399999998 29.168199000000016)
1,22467,25,1981-01-01,2004-11-29,POINT (-90.69398100000001 28.931605999999988)
1,22468,7,1981-01-01,2022-11-09,POINT (-90.68928105937499 28.94126540000002)
1,22357,4,1980-01-01,2011-06-26,POINT (-90.65618899999998 28.941749000000016)
1,22358,6,1980-01-01,2022-11-08,POINT (-90.699862 28.94084700000002)
1,22359,17,1979-01-01,2010-09-17,POINT (-90.85472399999998 28.86480499999999)
1,22360,21,1979-01-01,1995-08-29,POINT (-90.69436200000001 28.921425999999997)
1,22361,8,1980-01-01,1984-12-31,POINT (-91.23285900000002 28.758087999999987)
