STR_NUMBER,COMPLEX_ID,STR_NAME,INSTALL_DA,REMOVAL_DA,geometry
1,23681,A,1988-01-01,1996-04-02,POINT (-92.311084 29.093750999999997)
1,23686,B,1988-01-01,2013-03-07,POINT (-92.36619100000001 29.41265199999998)
1,23687,A,1988-01-01,2014-10-25,POINT (-92.99570799999998 29.279776000000027)
1,23688,1(Removed),1988-01-01,1996-12-30,POINT (-92.918923 29.151952999999992)
1,23689,5,1988-01-01,2004-01-22,POINT (-92.504816 29.129165999999998)
1,23690,A,1988-01-01,1999-07-17,POINT (-92.32712900000001 29.178653999999995)
1,23692,A,1988-01-01,1997-01-08,POINT (-92.46955100000002 29.49789800000002)
1,23695,B,1988-01-01,2001-03-26,POINT (-92.91573699999998 28.317008999999985)
1,23696,G,1988-01-01,1994-08-30,POINT (-92.76286499999998 28.582591999999977)
1,23633,A,1986-01-01,1993-12-31,POINT (-92.870765 29.085080000000005)
1,10091,B,1977-01-01,,POINT (-94.388912 27.96405199999998)
1,10092,A,1977-01-01,1991-07-09,POINT (-93.76631500000002 28.303232999999977)
1,10096,B,1977-01-01,2002-09-20,POINT (-93.469133 28.070298999999977)
1,10099,1,1977-01-01,1997-03-12,POINT (-94.43615899999998 29.248023999999987)
1,10100,B,1977-01-01,2022-07-03,POINT (-94.22407099999998 29.298568999999986)
1,10061,A,1975-01-01,2014-08-24,POINT (-95.87751200000002 28.014573999999982)
1,10062,A,1976-01-01,2016-07-09,POINT (-93.45853799999998 28.018835000000024)
1,10063,A,1976-01-01,2018-07-13,POINT (-93.55717299999998 28.242024000000015)
1,10064,A,1975-01-01,2016-08-05,POINT (-93.67593199999999 28.132612999999992)
1,10065,A,1975-01-01,2013-09-03,POINT (-93.91610600000001 28.103355000000022)
1,10066,B,1975-01-01,,POINT (-93.95892900000001 27.903410000000008)
1,10067,A,1975-01-01,2002-10-13,POINT (-93.47839499999998 28.09623499999998)
1,10068,A,1975-01-01,1991-09-10,POINT (-93.956433 28.1241)
1,10069,A,1976-01-01,1976-12-31,POINT (-94.39322099999998 27.954939000000024)
1,10071,A,1975-01-01,,POINT (-95.98763500000001 27.90277900000001)
1,10072,A,1975-01-01,2011-04-14,POINT (-93.76777199999998 28.167539999999974)
1,10073,C,1976-01-01,2010-04-27,POINT (-93.97143499999999 27.945741999999996)
1,10074,A,1976-01-01,,POINT (-94.20882899999998 28.255102000000022)
1,10076,A,1976-01-01,1997-06-07,POINT (-94.511864 28.098772999999994)
1,10077,B,1976-01-01,2023-09-02,POINT (-94.185634 28.227735999999993)
1,10078,A,1976-01-01,1994-08-22,POINT (-94.47843599999999 28.286755000000028)
1,10080,A,1976-01-01,2001-10-18,POINT (-93.87741899999997 28.241041999999993)
1,10045,4,1973-01-01,1997-01-18,POINT (-93.79165599999999 29.27194300000002)
1,10047,4,1965-01-01,1975-12-31,POINT (-94.13801799999999 29.25730600000003)
1,10048,B,1962-01-01,1993-07-26,POINT (-94.354713 29.274783000000014)
1,10049,2,1961-01-01,2000-12-20,POINT (-94.14192500000001 29.231897000000004)
1,10050,A,1972-01-01,2022-06-15,POINT (-94.76461499999999 29.000297999999987)
1,10051,2,1963-01-01,1986-12-31,POINT (-94.692658 28.88194900000002)
1,10052,18,1967-01-01,1999-06-03,POINT (-94.69719300000003 28.878175999999996)
1,10054,5,1964-01-01,1975-12-31,POINT (-94.72445800000003 28.851878)
1,10055,A,1972-01-01,1985-12-31,POINT (-95.30417899999998 28.344173000000012)
1,10056,A,1975-01-01,1993-04-11,POINT (-94.39622000000003 29.105999999999995)
2,10056,A-AUX1,1975-01-01,1993-04-11,POINT (-94.39617800000002 29.10595699999999)
3,10056,A-AUX2,1975-01-01,1993-04-11,POINT (-94.39649100000003 29.10596800000002)
1,10057,A,1976-01-01,2005-03-12,POINT (-94.390353 28.13106499999998)
1,10058,A,1975-01-01,,POINT (-93.94450799999998 27.925918000000024)
1,10059,A,1976-01-01,2001-10-23,POINT (-93.564662 28.136130999999978)
1,10060,A,1976-01-01,2020-12-09,POINT (-93.45839799999999 27.985446000000024)
1,10030,1,1961-01-01,2001-01-26,POINT (-94.13537400000001 29.232326999999998)
1,10031,A,1966-01-01,2016-07-12,POINT (-94.1219208296875 29.259646940624975)
1,10032,1,1964-01-01,1994-06-12,POINT (-94.69707799999998 28.871207000000027)
1,10033,12,1967-01-01,1984-12-31,POINT (-94.69358399999999 28.84749199999999)
1,10034,8,1964-01-01,1994-06-12,POINT (-94.69816800000001 28.898608000000024)
1,10035,A,1965-01-01,2003-08-12,POINT (-94.694795 28.890892000000008)
2,10035,A-QRT,1965-01-01,2003-08-12,POINT (-94.69510700000001 28.890901999999983)
1,10036,B,1963-01-01,2003-08-24,POINT (-94.69772799999998 28.86710199999999)
2,10036,B-QRT,1963-01-01,2003-08-22,POINT (-94.69804099999999 28.86711200000002)
1,10037,A,1969-01-01,1990-12-01,POINT (-95.91990099999998 27.971356000000014)
2,10037,B,1980-01-01,1990-12-01,POINT (-95.91950100000003 27.971063000000015)
1,10038,1,1968-01-01,1976-12-31,POINT (-93.878915 29.32803100000001)
1,10039,A,1975-01-01,2022-06-28,POINT (-94.21886235 29.313563290624984)
1,10040,1,1973-01-01,1989-08-23,POINT (-94.218797 29.301225999999986)
1,10041,3,1970-01-01,1975-12-31,POINT (-93.81525599999998 29.29339299999998)
1,10042,1,1968-01-01,,POINT (-93.79239100000001 29.244800999999995)
1,10043,2,1970-01-01,1997-01-18,POINT (-93.77864399999999 29.252534000000026)
1,10011,C,1973-01-01,2007-09-02,POINT (-94.36477300000001 29.284594000000027)
1,10012,A,1963-01-01,2016-10-16,POINT (-94.339835 29.266430000000014)
1,10013,5,1965-10-01,2001-01-22,POINT (-94.15027400000002 29.24315100000001)
1,10014,5,1965-01-01,2001-03-06,POINT (-94.09009200000003 29.262084000000016)
1,10015,2,1964-01-01,2010-10-15,POINT (-94.11167799999998 29.26028100000002)
1,10016,4,1965-01-01,2001-03-20,POINT (-94.11658699999998 29.224586999999985)
1,10017,6,1964-01-01,1994-06-10,POINT (-94.69433500000002 28.857556999999986)
1,10018,1,1963-01-01,1986-12-31,POINT (-94.68271199999998 28.871939999999995)
1,10019,10,1966-01-01,1994-06-14,POINT (-94.69181400000002 28.891651000000024)
1,10020,5,1964-01-01,1994-06-12,POINT (-94.68783100000002 28.90005400000001)
1,10021,4,1966-01-01,1994-06-09,POINT (-94.69851599999998 28.89133700000002)
1,10022,2,1963-01-01,1984-12-31,POINT (-94.70776599999999 28.86556300000001)
1,10023,A,1969-01-01,2009-09-08,POINT (-93.97476899999998 29.374363000000017)
1,10024,1,1968-01-01,1976-12-31,POINT (-93.98270400000001 29.370923000000005)
1,10025,1,1964-01-01,2001-02-20,POINT (-94.118856 29.258537999999987)
1,10026,3,1965-01-01,2010-10-11,POINT (-94.121037 29.225427000000025)
1,10027,2,1965-01-01,2001-02-21,POINT (-94.12584399999997 29.261224000000027)
1,10028,5,1965-01-01,2010-10-09,POINT (-94.134545 29.249336000000028)
2,10163,C,1981-01-01,1999-06-01,POINT (-94.680027 29.143992000000026)
3,10163,D,1970-01-01,1999-06-01,POINT (-94.68002100000001 29.144137999999998)
1,10166,A,1980-01-01,1992-02-02,POINT (-94.67596400000002 29.15454699999998)
1,10167,1,1981-01-01,2002-02-12,POINT (-95.67832199999998 28.54884499999997)
1,10168,2,1981-01-01,2004-08-04,POINT (-95.67327899999998 28.52200099999999)
1,10169,7,1981-01-01,2016-07-28,POINT (-94.34443110000001 29.29117669062498)
1,10173,A,1981-01-01,1992-01-18,POINT (-93.69879200000003 28.213869999999986)
1,10128,A,1979-01-01,,POINT (-93.955105 28.355981999999983)
1,10130,B,1979-01-01,1986-11-30,POINT (-94.55860200000001 29.288776999999982)
1,10131,A,1979-01-01,1991-08-10,POINT (-95.47630700000002 28.162327000000005)
1,10133,A,1979-01-01,2013-09-05,POINT (-94.14394800000002 27.97627799999998)
1,10134,A,1979-01-01,2012-05-27,POINT (-93.66832099999999 28.153779999999983)
1,10137,A,1979-01-01,1991-08-10,POINT (-94.69058899999999 28.207902999999988)
1,10138,A,1980-01-01,2021-10-08,POINT (-94.09681809062499 28.352912379687496)
1,10139,A,1980-01-01,1992-12-08,POINT (-94.02317099999999 28.480207000000007)
1,10140,D,1980-01-01,,POINT (-93.99102900000003 27.86726900000002)
2,10140,CF,1983-01-01,,POINT (-93.99111299999998 27.866693999999995)
1,10141,A,1980-01-01,1985-12-31,POINT (-93.87319300000001 28.36083100000002)
1,10146,B,1980-01-01,2016-08-26,POINT (-95.58783399999999 28.180138999999997)
2,10146,C,1981-01-01,2016-09-02,POINT (-95.58665892968747 28.180553979687488)
3,10146,D,1983-01-01,2016-08-19,POINT (-95.58830599999999 28.179170999999997)
1,10147,A,1980-01-01,2011-07-04,POINT (-94.06417099999999 28.262563999999998)
1,10148,A,1980-01-01,1992-11-15,POINT (-95.98956500000003 27.82281999999998)
2,10112,A-AUX,1978-01-01,2011-08-16,POINT (-94.09593699999999 28.149868000000026)
1,10113,A,1978-01-01,2012-03-31,POINT (-93.76899322968751 28.360989240624974)
1,10114,A,1978-01-01,1990-01-25,POINT (-94.055746 28.22415000000001)
1,10115,A,1978-01-01,2014-07-07,POINT (-94.50559600000003 27.981573000000026)
1,10116,A,1978-01-01,,POINT (-94.02711799999997 27.955640000000017)
2,10116,B-AUX,1982-01-01,,POINT (-94.02739200000002 27.956390999999996)
1,10117,A,1978-01-01,1983-12-31,POINT (-93.76812100000001 28.10152499999998)
1,10118,B,1978-01-01,2013-08-20,POINT (-93.81523907031249 28.42779327031252)
2,10118,B - AUX,1978-01-01,2013-08-22,POINT (-93.81462057031251 28.427769009375027)
1,10119,A,1979-01-01,2010-11-28,POINT (-94.35533700000002 28.011813000000018)
1,10120,B,1979-01-01,2013-09-07,POINT (-93.89108900000002 28.373447999999996)
1,10121,A,1979-01-01,2016-09-04,POINT (-93.899291059375 28.39514710937499)
1,10122,A,1979-01-01,2001-12-11,POINT (-93.856063 28.35503399999999)
2,10122,A-AUX,1980-01-01,2001-12-11,POINT (-93.85627399999998 28.355111000000022)
1,10124,A,1979-01-01,2013-08-11,POINT (-94.15477800000002 28.36264299999999)
1,10125,AJ,1979-01-01,1985-12-31,POINT (-94.64998600000001 28.146491000000026)
1,10126,JA,1979-01-01,1999-08-10,POINT (-94.16267499999998 28.222332999999992)
1,10127,A,1979-01-01,1995-10-23,POINT (-93.86650900000001 28.094363999999985)
2,10127,A-AUX,1980-01-01,1995-10-23,POINT (-93.86619300000001 28.09448900000001)
1,10101,9,1978-01-01,1997-03-14,POINT (-94.43181600000003 29.242028000000005)
1,10102,A,1978-01-01,2014-10-02,POINT (-93.98782799999998 28.31428699999998)
1,10103,A-MOPU,1978-01-01,2020-08-12,POINT (-94.42312970937502 29.237790800000028)
3,10103,A-AUX-2,1978-01-01,2020-08-20,POINT (-94.42271 29.237581999999975)
1,10104,A,1978-01-01,2003-10-05,POINT (-93.98888899999997 28.019235999999978)
1,10105,A-AUX,1978-01-01,2011-12-09,POINT (-93.94286 28.26251400000001)
2,10105,A,1978-01-01,2011-12-14,POINT (-93.94284699999997 28.262788999999998)
1,10106,A,1976-01-01,2010-11-02,POINT (-93.76501999999999 28.046076000000028)
2,10107,A-AUX,1979-01-01,1992-06-21,POINT (-93.78457800000001 28.364036)
1,10108,A,1978-01-01,1989-06-05,POINT (-94.52214199999997 29.27549399999998)
2,10108,A-AUX1,1979-01-01,1989-06-17,POINT (-94.522832 29.275803999999994)
3,10108,A-AUX2,1979-01-01,1989-06-11,POINT (-94.52324800000002 29.275774000000013)
1,10109,A,1978-01-01,1987-12-31,POINT (-93.64653499999997 28.422685)
1,10110,B,1978-01-01,1996-01-15,POINT (-93.70915500000001 28.041503999999975)
1,10111,A,1978-01-01,2010-12-27,POINT (-94.49507699999998 29.155790000000025)
1,10112,A,1978-01-01,2011-08-16,POINT (-94.094064 28.15005400000001)
1,10081,B,1977-01-01,2016-08-01,POINT (-93.67398225 28.120046409374993)
2,10081,B-AUX,1978-01-01,2016-06-29,POINT (-93.674010490625 28.1194969296875)
1,10082,A,1976-01-01,,POINT (-94.52121399999999 29.180518000000006)
1,10083,A,1977-01-01,1990-06-13,POINT (-93.70577800000001 28.371411000000023)
1,10084,A,1976-01-01,2022-09-02,POINT (-94.44392302031252 28.084670070312484)
1,10085,A,1977-01-01,1989-04-14,POINT (-93.762992 28.08495499999998)
1,10086,A,1977-01-01,2007-09-06,POINT (-93.79866099999998 28.215863000000013)
1,10087,B,1977-01-01,1989-04-14,POINT (-93.79827899999998 28.091655000000003)
1,10088,C,1977-01-01,2021-12-05,POINT (-94.43834199999998 28.049148000000002)
2,10088,C-AUX,1979-01-01,,POINT (-94.43822599999999 28.04902900000002)
3,10088,C-AUX-2,1979-01-01,2011-08-21,POINT (-94.43825299999997 28.04842100000002)
1,10089,B,1977-01-01,2021-11-29,POINT (-94.39707299999998 28.058265000000006)
1,10090,A,1977-01-01,2002-08-24,POINT (-93.58911699999999 28.190703999999982)
1,10266,A,1985-01-01,2011-07-04,POINT (-95.61775999999998 28.503715999999997)
1,10268,A,1985-01-01,2021-09-19,POINT (-93.95593300000002 29.320314999999994)
1,10269,C,1985-01-01,1990-09-09,POINT (-94.06143500000002 28.328363000000024)
1,10270,C,1985-01-01,2007-07-08,POINT (-93.99960900000002 27.946461)
1,10271,A,1985-01-01,1992-10-23,POINT (-94.27192600000001 28.248609999999985)
1,10274,1,1985-01-01,1986-12-31,POINT (-94.16577799999999 29.421199)
1,10275,1,1985-01-01,1992-07-02,POINT (-95.688223 28.519068000000004)
1,10276,A,1985-01-01,2004-09-09,POINT (-93.60394000000002 28.613891000000024)
1,10231,2,1983-01-01,1988-04-22,POINT (-95.75065999999998 28.10875299999998)
1,10232,A,1980-09-01,2009-01-12,POINT (-94.047436 29.150202999999976)
1,10233,A,1984-01-01,2000-06-13,POINT (-94.24349699999999 28.293943000000013)
1,10234,B,1984-01-01,2005-06-30,POINT (-93.52127999999999 28.24097899999998)
1,10237,B,1983-01-01,,POINT (-94.03022499999997 29.514812000000006)
1,10240,A,1984-01-01,1988-10-17,POINT (-94.761866 29.04531800000001)
1,10241,A,1984-01-01,1990-11-12,POINT (-94.73152599999997 29.09752400000002)
1,10242,A (Tequila),1984-01-01,2017-11-25,POINT (-94.88373100000001 27.858949999999993)
1,10244,A,1984-01-01,1990-11-23,POINT (-95.44552700000003 28.179107999999985)
1,10245,A,1984-01-01,1998-05-29,POINT (-94.21291100000002 28.128399)
1,10246,9,1984-01-01,2005-08-12,POINT (-93.81741699999998 29.26284099999998)
1,10247,A,1984-01-01,1988-10-08,POINT (-94.156813 29.418431999999996)
1,10248,JA,1984-01-01,2002-04-12,POINT (-94.07390199999998 29.124933999999996)
1,10249,B,1984-01-01,,POINT (-96.013057 27.83513499999998)
2,10249,C-AUX,1986-01-01,,POINT (-96.01394399999998 27.835173999999995)
3,10249,E,1990-01-01,,POINT (-96.01263 27.835125000000005)
1,10253,BJ,1984-09-10,2005-07-26,POINT (-94.04493500000001 28.25264900000002)
2,10201,A,1982-01-01,2002-06-19,POINT (-95.61891400000002 28.207738000000006)
1,10202,A,1982-01-01,2005-08-20,POINT (-95.69198399999999 28.105917999999974)
1,10203,A,1982-01-01,2017-06-14,POINT (-95.872096 28.05766399999999)
2,10203,B,1982-01-01,2017-07-14,POINT (-95.87165499999998 28.057807000000025)
1,10204,A,1982-01-01,2009-10-19,POINT (-94.2237807796875 27.996841279687487)
1,10206,B,1982-01-01,2006-10-02,POINT (-94.01973900000002 28.311106999999993)
1,10207,A,1980-01-01,1987-11-29,POINT (-94.56127600000002 28.16911700000003)
1,10208,8,1982-01-01,2007-08-30,POINT (-94.32223900000002 29.280168000000003)
1,10209,2,1982-01-01,2009-06-28,POINT (-94.16348099999999 29.45675399999999)
1,10211,C,1982-01-01,1996-12-03,POINT (-94.24509999999998 29.293496000000005)
1,10212,A,1982-01-01,,POINT (-94.62602299999998 27.827395000000024)
1,10213,A,1982-01-01,2019-09-09,POINT (-93.93706400000002 28.228458999999987)
1,10215,A,1982-01-01,1988-04-21,POINT (-95.70594399999999 28.105992000000015)
1,10216,A,1982-01-01,2018-07-03,POINT (-94.19579199999998 29.133385999999973)
1,10220,JA,1982-01-01,2009-08-16,POINT (-95.72203000000002 28.14049)
1,10221,A,1982-01-01,2010-06-19,POINT (-93.79679099999998 29.478028999999992)
1,10223,A-PROCESS,1982-09-20,,POINT (-94.077385209375 28.265149450000024)
1,10224,B,1981-01-01,2013-08-04,POINT (-94.128285 28.36605400000002)
1,10229,A,1980-01-01,1992-01-17,POINT (-93.631149 28.34719899999999)
1,10174,7,1981-01-01,1997-03-03,POINT (-93.805027 29.265398000000005)
1,10175,A,1981-01-01,,POINT (-93.67088999999999 27.961968000000013)
1,10176,A,1981-01-01,1984-12-31,POINT (-95.94483000000002 27.865589)
1,10178,A (Cerveza),1981-01-01,,POINT (-94.551311 27.83272599999998)
1,10180,JA,1979-01-01,1994-08-02,POINT (-95.60075499999999 28.174401999999986)
1,10182,A,1981-01-01,1991-05-22,POINT (-93.833597 28.241516999999988)
1,10183,A,1981-01-01,1989-08-05,POINT (-94.558583 28.178623000000016)
1,10184,A,1981-01-01,1988-12-04,POINT (-95.16592600000001 28.61246699999998)
2,10184,B-AUX,1982-01-01,2018-07-30,POINT (-95.16637800000001 28.612892999999985)
1,10185,A (REMOVED),1981-01-01,1998-07-24,POINT (-95.06786499999998 28.599198)
2,10185,B,1981-01-01,1998-07-24,POINT (-95.06831699999998 28.599624000000006)
1,10186,A,1981-01-01,2000-06-04,POINT (-94.04506199999997 27.951287999999977)
1,10188,C-VALVE,1996-09-12,2004-09-06,POINT (-95.16060099999999 28.59383600000001)
1,10189,A,1981-01-01,2005-08-17,POINT (-95.476177 28.26155)
1,10190,A,1981-01-01,2012-11-04,POINT (-95.724447 28.493583)
1,10192,A,1981-01-01,2018-07-27,POINT (-93.577224 27.900533999999993)
1,10195,A,1981-01-01,2010-06-10,POINT (-95.750047 28.12148400000001)
1,10196,JA,1981-01-01,2016-11-24,POINT (-94.75267200000002 29.054005000000018)
1,10201,B,1982-01-01,2002-06-19,POINT (-95.61861299999998 28.20745499999998)
1,10149,A,1980-01-01,1993-04-23,POINT (-94.152064 28.047617000000002)
1,10150,A,1980-01-01,2000-03-13,POINT (-95.35517299999998 28.363788999999997)
1,10151,A,1980-01-01,2004-10-06,POINT (-94.31429500000002 29.280253000000016)
1,10152,A,1980-01-01,1991-08-08,POINT (-93.94653799999998 28.48147499999999)
1,10153,B,1979-01-01,2003-09-26,POINT (-93.79662400000001 28.331411000000003)
1,10154,C,1990-01-01,2011-10-06,POINT (-94.15006299999999 28.186388000000022)
1,10156,A,1980-01-01,1993-08-29,POINT (-94.21741400000002 27.97511300000002)
1,10157,A,1980-01-01,2004-05-20,POINT (-95.62507799999997 28.200722999999982)
1,10158,A,1980-01-01,1992-07-11,POINT (-95.494868 28.149685999999974)
1,10163,B,1981-01-01,1999-06-01,POINT (-94.680027 29.143992000000026)
1,10444,4,1988-01-01,1992-11-18,POINT (-93.83644600000002 29.138074000000017)
1,10445,JA,1989-07-21,2014-10-20,POINT (-94.46688499999999 29.129526)
1,10446,A,1988-01-01,2002-08-23,POINT (-95.875428 28.25651499999998)
1,10447,1,1988-01-01,1995-07-20,POINT (-95.15506699999997 28.532744999999977)
1,10448,1,1988-01-01,1988-12-31,POINT (-93.912011 29.385802000000012)
1,10450,A-PROCESS,1988-01-01,,POINT (-93.755472 29.281262000000027)
1,10451,3,1988-01-01,1989-09-27,POINT (-93.782531 29.437044000000014)
1,10420,A,1988-01-01,2008-08-04,POINT (-94.06389899999999 29.260368000000028)
1,10421,A(REMOVED),1987-01-01,1997-05-14,POINT (-93.82455099999999 29.10726699999998)
1,10422,1,1984-01-01,1999-07-13,POINT (-94.48507699999999 29.343088000000023)
1,10423,1,1985-01-01,1988-12-31,POINT (-93.98025100000001 29.310576000000026)
1,10424,A,1986-01-01,2011-08-23,POINT (-95.63311700000003 28.05305199999998)
1,10425,3,1985-01-01,1999-07-25,POINT (-94.48778399999998 29.331545000000006)
1,10426,1,1988-01-01,2008-03-30,POINT (-95.65200700000003 28.507622000000026)
1,10427,12,1988-01-01,1997-01-20,POINT (-93.777895 29.235746000000006)
1,10428,A-PROCESS,1988-01-01,2018-08-01,POINT (-93.791066 29.22887800000001)
1,10429,A,1988-01-01,1994-08-06,POINT (-94.44016599999998 29.213053000000002)
2,10429,B,1988-01-01,1994-08-06,POINT (-94.44110799999999 29.213599999999985)
3,10429,C,1989-01-01,1994-08-06,POINT (-94.44040000000001 29.213570000000004)
4,10429,D,1989-01-01,1994-05-24,POINT (-94.440606 29.21338700000001)
1,10430,A,1988-01-01,2009-12-21,POINT (-93.83867500000002 29.219632999999988)
1,10431,1,1985-01-01,1988-12-31,POINT (-93.81716699999998 29.213266999999973)
1,10432,A,1988-01-01,1990-08-03,POINT (-94.28238399999998 29.05814700000002)
1,10433,B,1988-01-01,1998-09-24,POINT (-94.89851599999997 28.72424699999999)
1,10434,1,1988-01-01,1993-12-20,POINT (-94.88609200000002 28.748226999999986)
1,10402,1,1986-01-01,2001-02-01,POINT (-94.00559600000003 29.322183999999993)
1,10403,A,1986-01-01,1992-09-12,POINT (-94.70486499999998 28.28651100000002)
1,10404,A,1986-01-01,1992-10-20,POINT (-94.64633900000001 28.25583899999998)
1,10405,A,1986-01-01,1989-09-22,POINT (-94.735368 28.800491000000022)
1,10406,A,1987-01-01,2016-01-13,POINT (-95.03745582031252 28.8802685)
1,10407,A,1987-01-01,1992-09-22,POINT (-94.70479799999998 28.317657999999994)
1,10409,1,1987-01-01,1990-01-25,POINT (-94.647197 28.33602400000001)
1,10410,2,1987-01-01,1992-09-11,POINT (-94.692383 28.293598999999972)
1,10411,A,1987-01-01,2007-08-08,POINT (-94.260334 28.83556599999997)
1,10412,1,1987-01-01,1997-01-13,POINT (-93.832515 29.11569300000002)
1,10413,1,1987-01-01,1992-06-29,POINT (-93.88649500000002 29.328530999999998)
1,10414,2,1987-01-01,1993-12-31,POINT (-93.94699800000001 29.035450000000026)
1,10415,3,1987-01-01,1993-12-31,POINT (-93.94701900000001 29.035466999999983)
1,10416,2,1987-01-01,1997-01-09,POINT (-93.85010499999999 29.112712999999985)
1,10417,3,1987-01-01,1997-02-10,POINT (-93.85490700000003 29.10865100000001)
1,10419,2,1987-01-01,1992-12-06,POINT (-93.825107 29.064769000000013)
1,10281,3,1985-01-01,2009-09-02,POINT (-95.60554200000001 28.538733999999977)
1,10283,A,1985-01-01,1996-07-01,POINT (-95.03837700000003 28.649074999999982)
1,10285,A,1985-01-01,,POINT (-94.10236300000003 28.006372)
1,10287,A,1986-01-01,1999-08-20,POINT (-94.48458599999998 29.33412800000002)
1,10290,A,1986-01-01,,POINT (-94.437656 28.01369999999997)
1,10291,2,1986-01-01,1999-06-02,POINT (-94.20126900000002 29.316291999999976)
1,10292,B,1986-01-01,2009-09-11,POINT (-93.97979900000001 29.376765999999975)
1,10293,A,1986-01-01,1994-09-03,POINT (-95.25380899999999 28.437048000000004)
1,10294,CJ,1986-05-06,2010-06-03,POINT (-94.04481500000003 28.28442799999999)
1,10296,C,1986-01-01,2011-08-31,POINT (-95.64765499999999 28.062748999999997)
1,10297,A,1985-01-01,,POINT (-94.322836 27.818735000000004)
1,10298,A,1986-01-01,,POINT (-94.01913400000001 29.510625000000005)
1,10300,F,1986-01-01,,POINT (-93.93509999999998 27.913190999999983)
1,10302,A,1986-01-01,1998-09-04,POINT (-94.02359999999999 29.500726999999983)
1,10303,A,1986-01-01,2009-07-23,POINT (-94.00780500000002 29.514183000000003)
1,10304,JB,1986-01-01,1994-01-24,POINT (-95.59035499999999 28.17428799999999)
1,10305,A(REMOVED),1986-01-01,1997-05-28,POINT (-94.74955299999999 28.800022000000013)
1,10400,A,1986-01-01,2002-08-09,POINT (-94.03253699999999 28.176604999999995)
1,10401,B,1986-01-01,2002-10-24,POINT (-94.06068299999998 28.174345000000017)
1,10254,A,1984-01-01,2009-08-31,POINT (-95.628624 28.511167)
1,10255,A(REMOVED),1984-01-01,1997-10-19,POINT (-93.689754 28.966166999999984)
1,10256,A,1984-01-01,1994-12-07,POINT (-94.978094 28.601067999999998)
1,10260,A,1984-01-01,2000-06-08,POINT (-94.32658199999997 28.272010000000023)
1,10262,A,1985-01-01,1993-09-24,POINT (-94.95056499999998 28.571955000000003)
1,10263,7,1985-01-01,2009-09-05,POINT (-95.64350000000002 28.516346)
1,10264,A,1985-01-01,2003-09-05,POINT (-94.26886999999999 29.06137799999999)
1,10265,E,1985-01-01,,POINT (-93.98438900000002 27.886119000000008)
1,10516,1,1984-01-01,1995-07-10,POINT (-93.82800200000003 29.261248000000023)
1,10517,A,1990-01-01,1998-12-02,POINT (-94.72157499999997 28.250441000000023)
1,10518,A,1993-01-01,2006-11-23,POINT (-94.95986799999997 28.940953999999977)
1,10519,A,1990-01-01,1995-10-18,POINT (-95.25989097031248 28.673363059374992)
1,10520,A,1990-01-01,2015-07-17,POINT (-95.43585962968751 28.642642220312496)
1,10521,A,1990-01-01,2015-07-28,POINT (-95.39478200000002 28.666720999999995)
1,10522,AP,1990-01-01,2009-08-24,POINT (-94.31535500000001 29.220109999999977)
1,10523,A,1990-01-01,1996-09-16,POINT (-94.57009199999999 28.89318700000001)
1,10524,A,1990-01-01,,POINT (-93.80440700000003 27.91869300000002)
1,10487,A,1989-01-01,1999-09-13,POINT (-95.48682500000001 28.597848999999997)
1,10488,1,1989-01-01,1998-01-11,POINT (-95.57617399999998 28.54978699999998)
1,10489,A,1991-01-01,2002-07-05,POINT (-93.635874 28.201952000000006)
1,10490,B,1990-01-01,2002-07-11,POINT (-93.63886300000001 28.184076000000005)
1,10491,A,1989-01-01,1999-10-24,POINT (-94.957267 28.72451799999999)
1,10492,1,1990-01-01,2004-03-11,POINT (-96.01792999999998 28.383557999999994)
1,10493,4,1989-01-01,1996-05-05,POINT (-94.95043199999998 28.73979300000002)
1,10494,3,1989-01-01,1998-10-13,POINT (-94.94136400000002 28.717692)
1,10495,5,1989-01-01,1996-05-13,POINT (-94.96117299999997 28.732647999999983)
1,10496,3,1989-01-01,2006-12-05,POINT (-95.279672 28.71642700000001)
1,10497,2,1988-01-01,1996-08-30,POINT (-94.97040600000003 28.729741999999987)
1,10498,6,1990-01-01,1996-05-15,POINT (-94.93948599999999 28.73629299999999)
1,10499,A,1990-01-01,2011-01-07,POINT (-96.033411 27.866941999999995)
1,10500,A,1990-01-01,,POINT (-94.545972 29.13036299999999)
1,10501,B,1990-01-01,1994-06-24,POINT (-95.08163400000001 28.632044000000008)
1,10502,A,1990-01-01,2011-09-09,POINT (-94.28413699999999 29.010199999999998)
1,10503,B,1990-01-01,2021-07-12,POINT (-94.371013 29.175229)
1,10504,A,1991-01-01,2003-08-19,POINT (-95.44833215937501 28.633500099999992)
1,10505,A,1990-01-01,2004-07-13,POINT (-94.054779 29.109512999999993)
1,10466,2,1989-01-01,1993-09-29,POINT (-93.82164799999998 29.160151999999982)
1,10467,3,1989-01-01,1993-09-29,POINT (-93.82120800000001 29.15022399999998)
1,10468,A,1989-01-01,2021-07-21,POINT (-94.35125900000003 29.19118800000001)
1,10469,A,1989-01-01,2005-07-09,POINT (-95.71477499999997 28.41323399999999)
1,10471,A,1989-01-01,2005-05-30,POINT (-93.95862399999999 28.646575999999982)
1,10472,A,1989-01-01,2002-06-25,POINT (-95.928132 28.22503599999999)
1,10473,A,1989-01-01,1994-01-14,POINT (-93.95656500000001 28.519749999999988)
1,10474,B,1989-01-01,2001-10-04,POINT (-93.64594599999998 28.160595999999998)
